id	label	namespace	icon	source
minecraft:netherite_scrap	Netherite Scrap	minecraft	launcher-assets\item-icons\minecraft\netherite_scrap.png	1.20.1.jar
minecraft:bamboo_planks	Bamboo Planks	minecraft	launcher-assets\item-icons\minecraft\bamboo_planks.png	1.20.1.jar
minecraft:zombie_horse_spawn_egg	Zombie Horse Spawn Egg	minecraft		1.20.1.jar
domum_ornamentum:purple_floating_carpet	Purple Floating Carpet	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:red_tulip	Red Tulip	minecraft	launcher-assets\item-icons\minecraft\red_tulip.png	1.20.1.jar
mca:lime_acacia_crib	Berço de Acácia Lima	mca	launcher-assets\item-icons\mca\lime_acacia_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:tipped_arrow	Tipped Arrow	minecraft	launcher-assets\item-icons\minecraft\tipped_arrow.png	1.20.1.jar
minecolonies:iron_scimitar	Iron Scimitar	minecolonies	launcher-assets\item-icons\minecolonies\iron_scimitar.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:lime_concrete	Lime Concrete	minecraft	launcher-assets\item-icons\minecraft\lime_concrete.png	1.20.1.jar
minecraft:waxed_cut_copper_slab	Waxed Cut Copper Slab	minecraft		1.20.1.jar
minecraft:red_wool	Red Wool	minecraft	launcher-assets\item-icons\minecraft\red_wool.png	1.20.1.jar
mca:villager_tracker_05	Villager Tracker 05	mca	launcher-assets\item-icons\mca\villager_tracker_05.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:gray_concrete	Gray Concrete	minecraft	launcher-assets\item-icons\minecraft\gray_concrete.png	1.20.1.jar
minecraft:mossy_cobblestone_slab	Mossy Cobblestone Slab	minecraft		1.20.1.jar
minecraft:fire_charge	Fire Charge	minecraft	launcher-assets\item-icons\minecraft\fire_charge.png	1.20.1.jar
minecraft:leather_boots	Leather Boots	minecraft	launcher-assets\item-icons\minecraft\leather_boots.png	1.20.1.jar
minecolonies:blockhutcook	Dining Hall	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:black_concrete	Black Concrete	minecraft	launcher-assets\item-icons\minecraft\black_concrete.png	1.20.1.jar
minecolonies:blockhutplantationfield	Plantation Field	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:wild_armor_trim_smithing_template	Wild Armor Trim Smithing Template	minecraft	launcher-assets\item-icons\minecraft\wild_armor_trim_smithing_template.png	1.20.1.jar
minecraft:repeater	Redstone Repeater	minecraft	launcher-assets\item-icons\minecraft\repeater.png	1.20.1.jar
minecraft:waxed_cut_copper_stairs	Waxed Cut Copper Stairs	minecraft		1.20.1.jar
minecraft:sheep_spawn_egg	Sheep Spawn Egg	minecraft		1.20.1.jar
mca:upright_headstone	Lápide vertical	mca	launcher-assets\item-icons\mca\upright_headstone.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:manchet_bread	Manchet Bread	minecolonies	launcher-assets\item-icons\minecolonies\manchet_bread.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:light	Light	minecraft	launcher-assets\item-icons\minecraft\light.png	1.20.1.jar
minecraft:stone_shovel	Stone Shovel	minecraft	launcher-assets\item-icons\minecraft\stone_shovel.png	1.20.1.jar
minecraft:amethyst_block	Block of Amethyst	minecraft	launcher-assets\item-icons\minecraft\amethyst_block.png	1.20.1.jar
minecraft:barrel	Barrel	minecraft		1.20.1.jar
minecraft:wandering_trader_spawn_egg	Wandering Trader Spawn Egg	minecraft		1.20.1.jar
minecraft:prismarine_wall	Prismarine Wall	minecraft		1.20.1.jar
minecraft:prismarine_shard	Prismarine Shard	minecraft	launcher-assets\item-icons\minecraft\prismarine_shard.png	1.20.1.jar
minecolonies:blockhutgraveyard	Graveyard	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:mangrove_chest_boat	Mangrove Boat with Chest	minecraft	launcher-assets\item-icons\minecraft\mangrove_chest_boat.png	1.20.1.jar
minecolonies:scroll_area_tp	Ultrasafe Colony Group Teleport Scroll	minecolonies	launcher-assets\item-icons\minecolonies\scroll_area_tp.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:template_shulker_box	Template Shulker Box	minecraft		1.20.1.jar
minecraft:cobblestone	Cobblestone	minecraft	launcher-assets\item-icons\minecraft\cobblestone.png	1.20.1.jar
minecraft:vindicator_spawn_egg	Vindicator Spawn Egg	minecraft		1.20.1.jar
minecraft:pearlescent_froglight	Pearlescent Froglight	minecraft		1.20.1.jar
minecraft:nether_sprouts	Nether Sprouts	minecraft	launcher-assets\item-icons\minecraft\nether_sprouts.png	1.20.1.jar
minecraft:dead_bubble_coral_block	Dead Bubble Coral Block	minecraft	launcher-assets\item-icons\minecraft\dead_bubble_coral_block.png	1.20.1.jar
minecraft:light_blue_candle	Light Blue Candle	minecraft	launcher-assets\item-icons\minecraft\light_blue_candle.png	1.20.1.jar
minecraft:brown_terracotta	Brown Terracotta	minecraft	launcher-assets\item-icons\minecraft\brown_terracotta.png	1.20.1.jar
minecraft:polished_andesite_stairs	Polished Andesite Stairs	minecraft		1.20.1.jar
minecraft:red_candle	Red Candle	minecraft	launcher-assets\item-icons\minecraft\red_candle.png	1.20.1.jar
domum_ornamentum:fancy_door_spec	Fancy Door Spec	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
mca:rose_gold_block	Bloco de ouro rosa	mca	launcher-assets\item-icons\mca\rose_gold_block.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:mud_brick_slab	Mud Brick Slab	minecraft		1.20.1.jar
minecraft:hopper	Hopper	minecraft	launcher-assets\item-icons\minecraft\hopper.png	1.20.1.jar
minecraft:oak_slab	Oak Slab	minecraft		1.20.1.jar
minecraft:tripwire_hook	Tripwire Hook	minecraft	launcher-assets\item-icons\minecraft\tripwire_hook.png	1.20.1.jar
minecraft:dark_oak_door	Dark Oak Door	minecraft	launcher-assets\item-icons\minecraft\dark_oak_door.png	1.20.1.jar
minecolonies:spear	Spear	minecolonies	launcher-assets\item-icons\minecolonies\spear.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:white_stained_glass	White Stained Glass	minecraft	launcher-assets\item-icons\minecraft\white_stained_glass.png	1.20.1.jar
minecraft:skeleton_horse_spawn_egg	Skeleton Horse Spawn Egg	minecraft		1.20.1.jar
minecraft:music_disc_blocks	Music Disc	minecraft	launcher-assets\item-icons\minecraft\music_disc_blocks.png	1.20.1.jar
minecraft:wooden_pickaxe	Wooden Pickaxe	minecraft	launcher-assets\item-icons\minecraft\wooden_pickaxe.png	1.20.1.jar
mca:sirben_baby_boy	Bebê Sirben menino	mca	launcher-assets\item-icons\mca\sirben_baby_boy.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:jungle_log	Jungle Log	minecraft	launcher-assets\item-icons\minecraft\jungle_log.png	1.20.1.jar
minecraft:spruce_hanging_sign	Spruce Hanging Sign	minecraft	launcher-assets\item-icons\minecraft\spruce_hanging_sign.png	1.20.1.jar
minecraft:deepslate_iron_ore	Deepslate Iron Ore	minecraft	launcher-assets\item-icons\minecraft\deepslate_iron_ore.png	1.20.1.jar
minecraft:redstone_torch	Redstone Torch	minecraft	launcher-assets\item-icons\minecraft\redstone_torch.png	1.20.1.jar
minecraft:small_amethyst_bud	Small Amethyst Bud	minecraft	launcher-assets\item-icons\minecraft\small_amethyst_bud.png	1.20.1.jar
minecolonies:piratecaptainegg	Pirate Captain Spawn Egg	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:infested_mossy_stone_bricks	Infested Mossy Stone Bricks	minecraft		1.20.1.jar
mca:light_blue_mangrove_crib	Berço de Mangue Azul Claro	mca	launcher-assets\item-icons\mca\light_blue_mangrove_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:golden_sword	Golden Sword	minecraft	launcher-assets\item-icons\minecraft\golden_sword.png	1.20.1.jar
minecraft:redstone	Redstone Dust	minecraft	launcher-assets\item-icons\minecraft\redstone.png	1.20.1.jar
mca:orange_warped_crib	Berço Distorcido Laranja	mca	launcher-assets\item-icons\mca\orange_warped_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:netherite_leggings	Netherite Leggings	minecraft	launcher-assets\item-icons\minecraft\netherite_leggings.png	1.20.1.jar
minecraft:raiser_armor_trim_smithing_template	Raiser Armor Trim Smithing Template	minecraft	launcher-assets\item-icons\minecraft\raiser_armor_trim_smithing_template.png	1.20.1.jar
minecolonies:steak_dinner	Steak Dinner	minecolonies	launcher-assets\item-icons\minecolonies\steak_dinner.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:light_gray_bed	Light Gray Bed	minecraft	launcher-assets\item-icons\minecraft\light_gray_bed.png	1.20.1.jar
minecraft:splash_potion	Splash Potion	minecraft	launcher-assets\item-icons\minecraft\splash_potion.png	1.20.1.jar
minecraft:wooden_shovel	Wooden Shovel	minecraft	launcher-assets\item-icons\minecraft\wooden_shovel.png	1.20.1.jar
mca:red_spruce_crib	Berço de Abeto Vermelho	mca	launcher-assets\item-icons\mca\red_spruce_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:green_warped_crib	Berço Distorcido Verde	mca	launcher-assets\item-icons\mca\green_warped_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:sand	Sand	minecraft	launcher-assets\item-icons\minecraft\sand.png	1.20.1.jar
minecraft:emerald	Emerald	minecraft	launcher-assets\item-icons\minecraft\emerald.png	1.20.1.jar
mca:male_zombie_villager_spawn_egg	Ovo gerador de aldeão zumbi	mca		minecraft-comes-alive-7.6.16+1.20.1-universal.jar
magicworld:draconic_aether_leggings	Draconic Aether Leggings	magicworld	launcher-assets\item-icons\magicworld\draconic_aether_leggings.png	Magic_World_Mod_1.20.1-1.0.0.1.jar
mca:gray_dark_oak_crib	Berço de Carvalho Escuro Cinza	mca	launcher-assets\item-icons\mca\gray_dark_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:scepterbeekeeper	Hive Tool	minecolonies	launcher-assets\item-icons\minecolonies\scepterbeekeeper.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:activator_rail	Activator Rail	minecraft	launcher-assets\item-icons\minecraft\activator_rail.png	1.20.1.jar
minecraft:painting	Painting	minecraft	launcher-assets\item-icons\minecraft\painting.png	1.20.1.jar
minecraft:camel_spawn_egg	Camel Spawn Egg	minecraft		1.20.1.jar
mca:baby_boy	Bebê menino sem nome	mca	launcher-assets\item-icons\mca\baby_boy.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:fire_coral_block	Fire Coral Block	minecraft	launcher-assets\item-icons\minecraft\fire_coral_block.png	1.20.1.jar
minecolonies:cheese_pizza	Cheese Pizza	minecolonies	launcher-assets\item-icons\minecolonies\cheese_pizza.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:eggdrop_soup	Eggdrop Soup	minecolonies	launcher-assets\item-icons\minecolonies\eggdrop_soup.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:manchet_dough	Manchet Dough	minecolonies	launcher-assets\item-icons\minecolonies\manchet_dough.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:leather_horse_armor	Leather Horse Armor	minecraft	launcher-assets\item-icons\minecraft\leather_horse_armor.png	1.20.1.jar
mca:baby_girl	Bebê menina sem nome	mca	launcher-assets\item-icons\mca\baby_girl.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
structurize:blockbarreldeco_onside	Barrel Horizontal	structurize	launcher-assets\item-icons\structurize\blockbarreldeco_onside.png	structurize-1.20.1-1.0.812-snapshot.jar
minecraft:white_bed	White Bed	minecraft	launcher-assets\item-icons\minecraft\white_bed.png	1.20.1.jar
mca:lime_crimson_crib	Berço de Carmesim Lima	mca	launcher-assets\item-icons\mca\lime_crimson_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:stone_sword	Stone Sword	minecraft	launcher-assets\item-icons\minecraft\stone_sword.png	1.20.1.jar
minecraft:light_gray_glazed_terracotta	Light Gray Glazed Terracotta	minecraft	launcher-assets\item-icons\minecraft\light_gray_glazed_terracotta.png	1.20.1.jar
minecolonies:polenta	Polenta	minecolonies	launcher-assets\item-icons\minecolonies\polenta.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:spruce_slab	Spruce Slab	minecraft		1.20.1.jar
minecraft:iron_ingot	Iron Ingot	minecraft	launcher-assets\item-icons\minecraft\iron_ingot.png	1.20.1.jar
minecraft:light_gray_stained_glass_pane	Light Gray Stained Glass Pane	minecraft	launcher-assets\item-icons\minecraft\light_gray_stained_glass_pane.png	1.20.1.jar
minecraft:cracked_stone_bricks	Cracked Stone Bricks	minecraft	launcher-assets\item-icons\minecraft\cracked_stone_bricks.png	1.20.1.jar
minecraft:hoglin_spawn_egg	Hoglin Spawn Egg	minecraft		1.20.1.jar
minecraft:birch_wood	Birch Wood	minecraft		1.20.1.jar
mca:gray_bamboo_crib	Berço de Bambu Cinza	mca	launcher-assets\item-icons\mca\gray_bamboo_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:heavy_weighted_pressure_plate	Heavy Weighted Pressure Plate	minecraft		1.20.1.jar
minecolonies:tomato	Tomato	minecolonies	launcher-assets\item-icons\minecolonies\tomato.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:granite_slab	Granite Slab	minecraft		1.20.1.jar
minecolonies:blockhutfield	Field	minecolonies	launcher-assets\item-icons\minecolonies\blockhutfield.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:sifter_mesh_string	String Mesh	minecolonies	launcher-assets\item-icons\minecolonies\sifter_mesh_string.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:coal	Coal	minecraft	launcher-assets\item-icons\minecraft\coal.png	1.20.1.jar
minecraft:dropper	Dropper	minecraft		1.20.1.jar
minecraft:iron_sword	Iron Sword	minecraft	launcher-assets\item-icons\minecraft\iron_sword.png	1.20.1.jar
minecraft:furnace	Furnace	minecraft		1.20.1.jar
domum_ornamentum:up_gated	Up Gated	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecolonies:blockhutshepherd	Shepherd's Hut	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:tide_armor_trim_smithing_template	Tide Armor Trim Smithing Template	minecraft	launcher-assets\item-icons\minecraft\tide_armor_trim_smithing_template.png	1.20.1.jar
minecraft:cat_spawn_egg	Cat Spawn Egg	minecraft		1.20.1.jar
mca:green_bamboo_crib	Berço de Bambu Verde	mca	launcher-assets\item-icons\mca\green_bamboo_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
domum_ornamentum:brown_floating_carpet	Brown Floating Carpet	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:tadpole_spawn_egg	Tadpole Spawn Egg	minecraft		1.20.1.jar
minecraft:deepslate_copper_ore	Deepslate Copper Ore	minecraft	launcher-assets\item-icons\minecraft\deepslate_copper_ore.png	1.20.1.jar
minecraft:orange_dye	Orange Dye	minecraft	launcher-assets\item-icons\minecraft\orange_dye.png	1.20.1.jar
minecraft:spectral_arrow	Spectral Arrow	minecraft	launcher-assets\item-icons\minecraft\spectral_arrow.png	1.20.1.jar
mca:letter	Carta	mca	launcher-assets\item-icons\mca\letter.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:spear_throwing	Spear Throwing	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:bamboo_pressure_plate	Bamboo Pressure Plate	minecraft		1.20.1.jar
minecolonies:blockminecoloniesnamedgrave	Named Grave	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:scan_analyzer	Schematic Analyzer	minecolonies	launcher-assets\item-icons\minecolonies\scan_analyzer.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:chest	Chest	minecraft	launcher-assets\item-icons\minecraft\chest.png	1.20.1.jar
mca:villager_tracker_29	Villager Tracker 29	mca	launcher-assets\item-icons\mca\villager_tracker_29.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:pink_terracotta	Pink Terracotta	minecraft	launcher-assets\item-icons\minecraft\pink_terracotta.png	1.20.1.jar
minecraft:podzol	Podzol	minecraft		1.20.1.jar
minecraft:echo_shard	Echo Shard	minecraft	launcher-assets\item-icons\minecraft\echo_shard.png	1.20.1.jar
minecraft:grindstone	Grindstone	minecraft		1.20.1.jar
domum_ornamentum:white_paper_extra	White Paper Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:purple_dye	Purple Dye	minecraft	launcher-assets\item-icons\minecraft\purple_dye.png	1.20.1.jar
minecraft:mud_brick_wall	Mud Brick Wall	minecraft		1.20.1.jar
minecraft:green_glazed_terracotta	Green Glazed Terracotta	minecraft	launcher-assets\item-icons\minecraft\green_glazed_terracotta.png	1.20.1.jar
minecraft:jungle_slab	Jungle Slab	minecraft		1.20.1.jar
minecolonies:plain_cheesecake	Plain Cheesecake	minecolonies	launcher-assets\item-icons\minecolonies\plain_cheesecake.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:mossy_cobblestone_stairs	Mossy Cobblestone Stairs	minecraft		1.20.1.jar
minecraft:jigsaw	Jigsaw Block	minecraft		1.20.1.jar
minecraft:glow_berries	Glow Berries	minecraft	launcher-assets\item-icons\minecraft\glow_berries.png	1.20.1.jar
minecraft:cod	Raw Cod	minecraft	launcher-assets\item-icons\minecraft\cod.png	1.20.1.jar
minecraft:coarse_dirt	Coarse Dirt	minecraft	launcher-assets\item-icons\minecraft\coarse_dirt.png	1.20.1.jar
mca:yellow_dark_oak_crib	Berço de Carvalho Escuro Amarelo	mca	launcher-assets\item-icons\mca\yellow_dark_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:squash_soup	Squash Soup	minecolonies	launcher-assets\item-icons\minecolonies\squash_soup.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:acacia_button	Acacia Button	minecraft		1.20.1.jar
mca:villager_tracker_11	Villager Tracker 11	mca	launcher-assets\item-icons\mca\villager_tracker_11.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:blockhutcitizen	Residence	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:gray_terracotta	Gray Terracotta	minecraft	launcher-assets\item-icons\minecraft\gray_terracotta.png	1.20.1.jar
minecraft:dead_bush	Dead Bush	minecraft	launcher-assets\item-icons\minecraft\dead_bush.png	1.20.1.jar
minecraft:bundle_filled	Bundle Filled	minecraft	launcher-assets\item-icons\minecraft\bundle_filled.png	1.20.1.jar
minecraft:suspicious_stew	Suspicious Stew	minecraft	launcher-assets\item-icons\minecraft\suspicious_stew.png	1.20.1.jar
minecraft:sandstone	Sandstone	minecraft	launcher-assets\item-icons\minecraft\sandstone.png	1.20.1.jar
minecraft:gray_bed	Gray Bed	minecraft	launcher-assets\item-icons\minecraft\gray_bed.png	1.20.1.jar
minecraft:jungle_fence	Jungle Fence	minecraft		1.20.1.jar
minecraft:deepslate_lapis_ore	Deepslate Lapis Lazuli Ore	minecraft	launcher-assets\item-icons\minecraft\deepslate_lapis_ore.png	1.20.1.jar
minecraft:spruce_wood	Spruce Wood	minecraft		1.20.1.jar
minecraft:blade_pottery_sherd	Blade Pottery Sherd	minecraft	launcher-assets\item-icons\minecraft\blade_pottery_sherd.png	1.20.1.jar
minecraft:bamboo_slab	Bamboo Slab	minecraft		1.20.1.jar
minecolonies:corn_chowder	Corn Chowder	minecolonies	launcher-assets\item-icons\minecolonies\corn_chowder.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:wither_rose	Wither Rose	minecraft	launcher-assets\item-icons\minecraft\wither_rose.png	1.20.1.jar
minecraft:purple_terracotta	Purple Terracotta	minecraft	launcher-assets\item-icons\minecraft\purple_terracotta.png	1.20.1.jar
minecraft:netherite_upgrade_smithing_template	Netherite Upgrade Smithing Template	minecraft	launcher-assets\item-icons\minecraft\netherite_upgrade_smithing_template.png	1.20.1.jar
minecraft:blue_dye	Blue Dye	minecraft	launcher-assets\item-icons\minecraft\blue_dye.png	1.20.1.jar
domum_ornamentum:gray_brick_extra	Gray Brick Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:cyan_carpet	Cyan Carpet	minecraft		1.20.1.jar
mca:black_cherry_crib	Berço de Cerejeira Preto	mca	launcher-assets\item-icons\mca\black_cherry_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:weathered_cut_copper_stairs	Weathered Cut Copper Stairs	minecraft		1.20.1.jar
minecolonies:scroll_guard_help	Spatial Guard Reinforcements Scroll	minecolonies	launcher-assets\item-icons\minecolonies\scroll_guard_help.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:minecart	Minecart	minecraft	launcher-assets\item-icons\minecraft\minecart.png	1.20.1.jar
mca:lime_bamboo_crib	Berço de Bambu Lima	mca	launcher-assets\item-icons\mca\lime_bamboo_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:bamboo_mosaic	Bamboo Mosaic	minecraft	launcher-assets\item-icons\minecraft\bamboo_mosaic.png	1.20.1.jar
minecraft:cherry_hanging_sign	Cherry Hanging Sign	minecraft	launcher-assets\item-icons\minecraft\cherry_hanging_sign.png	1.20.1.jar
minecraft:acacia_stairs	Acacia Stairs	minecraft		1.20.1.jar
minecolonies:chiefsword	Chief Sword	minecolonies	launcher-assets\item-icons\minecolonies\chiefsword.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
domum_ornamentum:light_brick_stair	Light Brick Stair	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:spruce_log	Spruce Log	minecraft	launcher-assets\item-icons\minecraft\spruce_log.png	1.20.1.jar
minecolonies:bell_pepper	Bell Pepper	minecolonies	launcher-assets\item-icons\minecolonies\bell_pepper.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
domum_ornamentum:squarepillar	Squarepillar	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:light_gray_candle	Light Gray Candle	minecraft	launcher-assets\item-icons\minecraft\light_gray_candle.png	1.20.1.jar
mca:book_cult_0	Os Sirbens	mca	launcher-assets\item-icons\mca\book_cult_0.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:tortillas	Tortillas	minecolonies	launcher-assets\item-icons\minecolonies\tortillas.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:blast_furnace	Blast Furnace	minecraft		1.20.1.jar
minecraft:music_disc_strad	Music Disc	minecraft	launcher-assets\item-icons\minecraft\music_disc_strad.png	1.20.1.jar
minecraft:waxed_oxidized_cut_copper_stairs	Waxed Oxidized Cut Copper Stairs	minecraft		1.20.1.jar
minecraft:deepslate_coal_ore	Deepslate Coal Ore	minecraft	launcher-assets\item-icons\minecraft\deepslate_coal_ore.png	1.20.1.jar
minecraft:crimson_trapdoor	Crimson Trapdoor	minecraft	launcher-assets\item-icons\minecraft\crimson_trapdoor.png	1.20.1.jar
minecolonies:mintchoco_cheesecake	Mintchoco Cheesecake	minecolonies	launcher-assets\item-icons\minecolonies\mintchoco_cheesecake.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:yellow_warped_crib	Berço Distorcido Amarelo	mca	launcher-assets\item-icons\mca\yellow_warped_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:blockhutminer	Mine	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:stripped_warped_stem	Stripped Warped Stem	minecraft	launcher-assets\item-icons\minecraft\stripped_warped_stem.png	1.20.1.jar
minecraft:trident	Trident	minecraft	launcher-assets\item-icons\minecraft\trident.png	1.20.1.jar
minecraft:blue_glazed_terracotta	Blue Glazed Terracotta	minecraft	launcher-assets\item-icons\minecraft\blue_glazed_terracotta.png	1.20.1.jar
mca:purple_bamboo_crib	Berço de Bambu Roxo	mca	launcher-assets\item-icons\mca\purple_bamboo_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:oak_door	Oak Door	minecraft	launcher-assets\item-icons\minecraft\oak_door.png	1.20.1.jar
minecraft:debug_stick	Debug Stick	minecraft	launcher-assets\item-icons\minecraft\debug_stick.png	1.20.1.jar
structurize:sceptergold	Build Tool	structurize	launcher-assets\item-icons\structurize\sceptergold.png	structurize-1.20.1-1.0.812-snapshot.jar
minecraft:armor_stand	Armor Stand	minecraft	launcher-assets\item-icons\minecraft\armor_stand.png	1.20.1.jar
mca:black_birch_crib	Berço de Bétula Preto	mca	launcher-assets\item-icons\mca\black_birch_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:tnt	TNT	minecraft		1.20.1.jar
mca:lime_spruce_crib	Berço de Abeto Lima	mca	launcher-assets\item-icons\mca\lime_spruce_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:white_stained_glass_pane	White Stained Glass Pane	minecraft	launcher-assets\item-icons\minecraft\white_stained_glass_pane.png	1.20.1.jar
minecraft:red_sandstone_slab	Red Sandstone Slab	minecraft		1.20.1.jar
domum_ornamentum:light_brick	Light Brick	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:amethyst_bud	Amethyst Bud	minecraft		1.20.1.jar
minecraft:green_concrete_powder	Green Concrete Powder	minecraft	launcher-assets\item-icons\minecraft\green_concrete_powder.png	1.20.1.jar
minecolonies:nether_pepper	Nether Pepper	minecolonies	launcher-assets\item-icons\minecolonies\nether_pepper.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:weeping_vines	Weeping Vines	minecraft	launcher-assets\item-icons\minecraft\weeping_vines.png	1.20.1.jar
minecraft:carved_pumpkin	Carved Pumpkin	minecraft	launcher-assets\item-icons\minecraft\carved_pumpkin.png	1.20.1.jar
minecraft:structure_block	Structure Block	minecraft	launcher-assets\item-icons\minecraft\structure_block.png	1.20.1.jar
minecraft:green_shulker_box	Green Shulker Box	minecraft	launcher-assets\item-icons\minecraft\green_shulker_box.png	1.20.1.jar
minecraft:arrow	Arrow	minecraft	launcher-assets\item-icons\minecraft\arrow.png	1.20.1.jar
minecraft:blaze_powder	Blaze Powder	minecraft	launcher-assets\item-icons\minecraft\blaze_powder.png	1.20.1.jar
minecraft:iron_block	Block of Iron	minecraft	launcher-assets\item-icons\minecraft\iron_block.png	1.20.1.jar
minecraft:iron_ore	Iron Ore	minecraft	launcher-assets\item-icons\minecraft\iron_ore.png	1.20.1.jar
domum_ornamentum:blocktiledpaperwall	Blocktiledpaperwall	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:orange_glazed_terracotta	Orange Glazed Terracotta	minecraft	launcher-assets\item-icons\minecraft\orange_glazed_terracotta.png	1.20.1.jar
minecraft:howl_pottery_sherd	Howl Pottery Sherd	minecraft	launcher-assets\item-icons\minecraft\howl_pottery_sherd.png	1.20.1.jar
mca:yellow_cherry_crib	Berço de Cerejeira Amarelo	mca	launcher-assets\item-icons\mca\yellow_cherry_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:crimson_slab	Crimson Slab	minecraft		1.20.1.jar
minecraft:white_concrete_powder	White Concrete Powder	minecraft	launcher-assets\item-icons\minecraft\white_concrete_powder.png	1.20.1.jar
